Recipient Primary Major,Recipient Secondary Majors,Recipient Graduation Date,Recipient Education Level,Recipient Primary College,Recipient Gender,Recipient Ethnicity,Recipient Visa Status,Recipient Veteran Status,Recipient First Generation,Recipient Athlete Status,Recipient Hometown,Recipient Graduation Group Name,Response Primary Major,Response Secondary Majors,Response Education Level,Response Graduation Date,Response Primary College,Response Status,Response Date,Outcome,Employer Name,Employer Industry,Employment Category,Employment Type,Job Function,Job Position,Found through Handshake,Employed During Education,Internship,Continuing Education School,Continuing Education Level,Continuing Education Major,Is Fellowship?,Fellowship Name,Military Branch,Military Rank,Specialization,Still Looking Option,Not Seeking Option,Location,Offer Date,Accept Date,Start Date,Annual Salary,Pay Schedule,Bonus Amount,Other Compensation,Authorized to work in US?,Knowledge Response?,Knowledge Source,How many additional offers did you receive?,In how many different positions will you be employed?,Which of the following best describes your primary position?,Which of the following best describes your view of your primary position?,How related is this position to your degree? ,Which of the following helped you find and/or obtain this position?  (Please select ALL that apply),How many additional organizations did you volunteer with during your time at Belmont?,Did you look for full time employment before deciding to go to graduate school?,Indicate how the university you will be/are attending ranks in regard to your choice:,What type of degree or continue education credit do you plan on earning?,Which of the following best describes this position?,What types of opportunities are you looking for?,How many times did you use the services or resources of your career development office?,How many times did you use the services or resources of your career development office?,"While studying for your degree, did you do any of the following? (Please select ALL that apply)",How likely would you recommend using the services and resources available through your Career Development office to a future student?
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-12-06 22:06:31 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-04 18:03:56 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Cardiology Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,5/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Full-time job,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 15:26:37 UTC,Working,Baptist Memorial Hospital - North Mississippi,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Oxford, Mississippi, United States of America",,,2/25/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-12-06 21:56:01 UTC,Working,Branches Weight Loss & Wellness,Healthcare,Organization,Full-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"Murfreesboro, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-03 20:50:53 UTC,Working,CHI Memorial Hospital,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Chattanooga, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-04 18:13:16 UTC,Working,Children's Health Children's Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Dallas, Texas, United States of America",,,2/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-10-08 20:34:22 UTC,Working,Cool Springs Interal Medicine and Pediatrics,Healthcare,Organization,Full-Time,Healthcare Services,Family Health Nurse Practitioner,,,,,,,,,,,,,,"Brentwood, Tennessee, United States of America",,,,,,,,,Yes,web search ,,,,,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-04 18:56:11 UTC,Working,Fairview Health Services,Healthcare,Organization,Full-Time,Healthcare Services,Nurse Practitioner,,,,,,,,,,,,,,"Minneapolis, Minnesota, United States of America",,,3/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,Full-time job,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-14 18:02:53 UTC,Working,Family Medical Walk-In,Healthcare,Organization,Full-Time,Healthcare Services,Advanced Practice Registered Nurse,,,,,,,,,,,,,,"Punta Gorda, Florida, United States of America",,,2/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,GR Nursing,,Masters,12/1/2018,,in_progress,,Working,"Genesys Family Medicine, PC",Social Assistance,Organization,Full-Time,,,,,,,,,,,,,,,,"Murfreesboro, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-14 15:51:29 UTC,Working,"Haslam Orthopaedics:  Jason K. Haslam, M.D.",Healthcare,Organization,Full-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"Franklin, Tennessee, United States of America",,,,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-13 19:45:24 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 16:17:16 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-11-25 21:57:32 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-09 15:19:17 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Family Nurse Practitioner,,Masters,12/1/2018,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Part-Time,Healthcare Services,Registered Nurse,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,TRUE,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,TRUE,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 16:29:08 UTC,Working,Holy Cross Hospital,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Silver Spring, Maryland, United States of America",,,,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-14 18:11:21 UTC,Working,Lexington Medical Associates,Healthcare,Organization,Full-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"New York City, New York, United States of America",,,2/26/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-03 20:54:21 UTC,Working,Monroe Carell Jr. Chidren's Hospital at Vanderbilt,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 16:07:38 UTC,Working,Monroe Carell Jr. Children's Hospital at Vanderbilt,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,2/9/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 14:38:22 UTC,Working,Monroe Carell Jr. Children's Hospital at Vanderbilt,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,2/28/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-07-03 20:58:23 UTC,Working,Murfreesboro Medical Clinic,Healthcare,Organization,Full-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"Murfreesboro, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-10-08 20:02:39 UTC,Working,Paducah Dermatology,Healthcare,Organization,Full-Time,Healthcare Services,Dermatology Nurse Practitioner,,,,,,,,,,,,,,"Paducah, Kentucky, United States of America",3/5/2019,3/5/2019,3/5/2019,,,,,,Yes,Facebook,,,New position and a new employer / organization since graduation,,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-13 21:30:49 UTC,Working,Parkview Regional Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Fort Wayne, Indiana, United States of America",,,2/17/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 15:39:53 UTC,Working,Rush Copley Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Aurora, Illinois, United States of America",,,3/21/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-07-03 21:06:36 UTC,Working,Sport Ortho Urgent Care,Healthcare,Organization,Full-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Family Nurse Practitioner,,Masters,12/1/2018,,in_progress,,Working,Sumner Regional Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Certified Registered Nurse Practitioner,,,,,,,,,,,,,,"Gallatin, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-13 20:48:03 UTC,Working,Tennessee Orthopaedic Alliance,Healthcare,Organization,Full-Time,Healthcare Services,Orthopedic Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,1/15/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2018-12-13 01:23:19 UTC,Working,TVHS,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",11/25/2018,11/25/2018,11/25/2018,,,0,0,TRUE,,Survey Response,0,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Part-time job,1
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 15:58:47 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Operating Room Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-14 16:21:02 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,2/25/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-13 19:52:10 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,2/12/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-13 21:06:35 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Facebook,,,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-12-06 22:10:40 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Oncology Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-09 15:39:17 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-09 15:32:52 UTC,Working,Vanderbilt University Medical Center,,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-09 15:28:04 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Doctorate,12/1/2018,,submitted,2019-07-09 15:35:57 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-09 15:30:25 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-09 15:22:57 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-06-04 18:21:46 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,2/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-10-29 17:19:42 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Family Health Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,web search ,,,,,5,,,,,,,,,,Full-time job,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,submitted,2019-06-04 18:34:42 UTC,Working,West Cancer Center,Healthcare,Organization,Full-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"Memphis, Tennessee, United States of America",,,4/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,Full-time job,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,in_progress,,Working,,,Organization,Full-Time,,,,,,,,,,,,,,,,,,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,12/1/2018,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,12/1/2018,,in_progress,,Working,,,Organization,Part-Time,,,,,,,,,,,,,,,,,,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,12/28/2018,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,12/1/2018,,submitted,2019-07-03 21:02:36 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 15:09:32 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Murfreesboro, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 21:55:07 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/15/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 20:30:37 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/1/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,3
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 20:52:47 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Masters,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Masters,5/1/2019,,submitted,2019-12-06 22:14:02 UTC,Working,Ascension,Healthcare,Organization,Part-Time,Healthcare Services,Family Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,2 positions,,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 22:27:26 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 15:37:20 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 15:22:00 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 22:18:21 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 15:31:31 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 15:29:01 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
