Recipient Primary Major,Recipient Secondary Majors,Recipient Graduation Date,Recipient Education Level,Recipient Primary College,Recipient Gender,Recipient Ethnicity,Recipient Visa Status,Recipient Veteran Status,Recipient First Generation,Recipient Athlete Status,Recipient Hometown,Recipient Graduation Group Name,Response Primary Major,Response Secondary Majors,Response Education Level,Response Graduation Date,Response Primary College,Response Status,Response Date,Outcome,Employer Name,Employer Industry,Employment Category,Employment Type,Job Function,Job Position,Found through Handshake,Employed During Education,Internship,Continuing Education School,Continuing Education Level,Continuing Education Major,Is Fellowship?,Fellowship Name,Military Branch,Military Rank,Specialization,Still Looking Option,Not Seeking Option,Location,Offer Date,Accept Date,Start Date,Annual Salary,Pay Schedule,Bonus Amount,Other Compensation,Authorized to work in US?,Knowledge Response?,Knowledge Source,How many additional offers did you receive?,In how many different positions will you be employed?,Which of the following best describes your primary position?,Which of the following best describes your view of your primary position?,How related is this position to your degree? ,Which of the following helped you find and/or obtain this position?  (Please select ALL that apply),How many additional organizations did you volunteer with during your time at Belmont?,Did you look for full time employment before deciding to go to graduate school?,Indicate how the university you will be/are attending ranks in regard to your choice:,What type of degree or continue education credit do you plan on earning?,Which of the following best describes this position?,What types of opportunities are you looking for?,How many times did you use the services or resources of your career development office?,How many times did you use the services or resources of your career development office?,"While studying for your degree, did you do any of the following? (Please select ALL that apply)",How likely would you recommend using the services and resources available through your Career Development office to a future student?
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-08-22 00:33:46 UTC,Working,Navitus Health Solutions,Healthcare,Organization,Full-Time,Healthcare Services,Clinical Pharmacy Resident,,,,,,,,,,,,,,"Madison, Wisconsin, United States of America",,5/1/2019,7/1/2019,52000,Annual Salary,0,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, An event, service, or direct connection supported by Belmont's Career Development Team, An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,4
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-04-20 15:18:52 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/15/2019,4/15/2019,5/6/2019,104000,Annual Salary,0,0,,,Survey Response,0,Only 1 position,New or better position with the same employer / organization since graduation,This is a transitional or temporary position that I've taken while I prepare for further education,5,Other: current employer,,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",4
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,Permanent U.S. Resident,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-10-21 21:37:08 UTC,Working,CVS Health,Pharmaceuticals,Organization,Part-Time,Other,Pharmacist,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",8/14/2019,8/14/2019,9/1/2019,108160,Annual Salary,,,,,Survey Response,0,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Part-time job,4
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 16:31:09 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Lexington, Kentucky, United States of America",12/1/2018,12/2/2018,5/9/2019,112320,Annual Salary,0,0,,,Survey Response,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-05-01 13:30:25 UTC,Working,Rite Aid Pharmacy,Pharmaceuticals,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Stroudsburg, Pennsylvania, United States of America",4/11/2019,4/12/2019,5/20/2019,114400,Annual Salary,0,,,,Survey Response,1,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,4
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:35:51 UTC,Not Seeking,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,Yes,Faculty,,,,,,,,,,,,,,,,
Pharmacy,,4/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,4/1/2019,,submitted,2019-04-03 15:07:55 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,,1 to 3,,Voluntary work (not for convocation credit),3
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-03-31 18:53:16 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,Pharmacy Residency ,0,,Voluntary work (not for convocation credit),3
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-08-12 20:20:42 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,pharmacist,0,,Full-time job,3
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-08-12 15:15:01 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,Pharmacist ,1 to 3,,,1
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-05-01 13:36:24 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,Long Term Care,0,,Part-time job,3
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 17:00:29 UTC,Working,Ascension,Healthcare,Organization,Full-Time,Healthcare Services,PGY-1 Pharmacy Resident,,,,,,,,,,,,,,"Murfreesboro, Tennessee, United States of America",,,7/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 22:15:40 UTC,Working,Birmingham VA Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,PGY-1 Pharmacy Resident,,,,,,,,,,,,,,"Birmingham, Alabama, United States of America",,,6/3/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 16:11:49 UTC,Working,CVS Health,Pharmaceuticals,Organization,Full-Time,Healthcare Services,Pharmacist     ,,,,,,,,,,,,,,"Atlanta, Georgia, United States of America",,,,,,,,,,Survey Response,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 16:16:11 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:49:15 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:52:20 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 22:03:33 UTC,Working,CVS Health,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 16:48:24 UTC,Working,CVS Health,Healthcare,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/3/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:02:35 UTC,Working,Dixie Pharmacy,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Smiths Grove, Kentucky, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-17 15:42:29 UTC,Working,Fry's Pharmacy,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Mesa, Arizona, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:55:51 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Resident,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-17 15:47:08 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Resident,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:42:48 UTC,Working,Henry County Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Resident,,,,,,,,,,,,,,"Paris, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 16:57:15 UTC,Working,Jersey City Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Pharmacy Resident,,,,,,,,,,,,,,"Jersey City, New Jersey, United States of America",,,7/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 16:22:21 UTC,Working,Kroger,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Columbia, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 22:22:31 UTC,Working,Kroger,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:39:43 UTC,Working,Kroger,,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:19:56 UTC,Working,Maury Regional Health,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Resident,,,,,,,,,,,,,,"Columbia, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 21:59:22 UTC,Working,Nation's Medicines,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Owensboro, Kentucky, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 22:07:57 UTC,Working,Publix Super Markets,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 20:58:29 UTC,Working,Publix Super Markets,,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 17:07:33 UTC,Working,Sona Pharmacy,Pharmaceuticals,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Asheville, North Carolina, United States of America",,,11/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 22:19:29 UTC,Working,St. John's Hospital,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Resident,,,,,,,,,,,,,,"Springfield, Illinois, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-17 15:50:45 UTC,Working,Sumner Regional Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Resident,,,,,,,,,,,,,,"Gallatin, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-12-16 20:50:19 UTC,Working,"Turenne PharMedCo, Inc.",Pharmaceuticals,Organization,Part-Time,Healthcare Services,Consultant Pharmacist,,,,,,,,,,,,,,"Montgomery, Alabama, United States of America",,,,,,,,,,Survey Response,,,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 17:04:02 UTC,Working,University of Mississippi-School of Pharmacy,Healthcare,Organization,Full-Time,Healthcare Services,PGY1 Pharmacy Resident,,,,,,,,,,,,,,"Jackson, Mississippi, United States of America",,,7/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 17:10:40 UTC,Working,VA Tennessee Valley Healthcare System,Healthcare,Organization,Full-Time,Healthcare Services,PGY-1 Pharmacy Resident,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/3/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Pharmacy,,5/1/2019,Doctorate,College of Pharmacy,,,U.S. Citizen,,,,,,Pharmacy,,Doctorate,5/1/2019,,submitted,2019-11-20 22:22:35 UTC,Working,Walgreens,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,,,,,,,,,,,,,,"Franklin, Tennessee, United States of America",,,5/20/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
